Node,Adjacent nodes
441590438,"[441590437, 368232777, 368232782]"
441590439,[441590437]
441590445,"[304162476, 296631988, 304162477]"
441590464,"[441590461, 1668280599, 296631909]"
441590468,"[296631898, 441590466, 358337821, 298347556]"
441590450,"[441590453, 296631964, 296631973]"
441590453,"[296631970, 296631956, 441590450]"
441590452,[441590450]
1923704749,[441590442]
296631870,"[296631898, 297656432, 297656276]"
441695286,"[278380237, 441695293, 441695351]"
441695293,"[441695286, 297656231, 441695343]"
441695182,"[441695294, 441695194, 441695154]"
441695194,"[441695299, 441695182, 441695165]"
441695096,"[441695090, 441695096, 2122304372]"
441695095,[441695096]
441695232,"[441695154, 441695207, 441695246]"
441695246,"[441695165, 441695232, 441695218]"
441695369,"[441695336, 441695362, 441695351]"
441695362,"[441695329, 441695369, 441695343]"
441695307,"[441695260, 441695294, 441695321]"
441695321,"[441695299, 441695271, 441695307]"
566504022,"[566504199, 566504025, 441695103]"
441695101,"[441695098, 441695099, 441695094, 441695101]"
441695099,"[441695097, 441695101, 347647936]"
441695154,"[441695182, 441695165, 441695232]"
441695165,"[441695194, 441695154, 441695246]"
441695351,"[441695286, 441695369, 441695343]"
441695343,"[441695351, 441695293, 441695362]"
441695207,"[441695127, 441695232, 441695218]"
441695218,"[441695116, 441695207, 441695246]"
441695098,"[441695097, 441695110, 441695101]"
441695097,"[441695098, 441695107, 441695099]"
441695090,"[441695090, 441695096, 347647853]"
441695091,[441695090]
441695149,"[441695136, 441695127, 441695103]"
441695136,"[441695149, 441695116, 441695102]"
441695110,"[441695098, 441695107, 441695103]"
441695107,"[441695097, 441695110, 441695102]"
441695087,"[347647889, 441695093, 441695086, 441695092]"
441695336,"[441695260, 441695329, 441695369]"
441695329,"[441695336, 441695362, 441695271]"
441695094,"[2122304372, 441695101, 347647936]"
347647936,"[441695099, 441695094]"
441695260,"[441695336, 441695271, 441695307]"
441695271,"[441695260, 441695329, 441695321]"
441695294,"[441695299, 441695182, 441695307]"
441695299,"[441695294, 441695194, 441695321]"
441695085,"[296631928, 441695088, 1434958543, 441695086]"
441695086,"[3549560208, 441695087, 441695089]"
441695127,"[441695116, 441695149, 441695207]"
441695116,"[441695136, 441695127, 441695218]"
441702812,[441702828]
1888914530,"[2486343873, 1888914535, 441702828]"
441702828,"[2486343875, 441702796, 1888914530, 347665563, 441702917]"
441703013,"[441703051, 441703568, 441703235, 441703585]"
441703585,"[441703314, 441703013, 441703313, 441703316]"
441703314,"[441703585, 441703315, 441703299]"
441703451,"[441703502, 441703468, 441702845, 441703582]"
441703582,"[441703451, 441703583, 368216527]"
441703583,"[1309736192, 429466717, 441703581, 441703582]"
429466717,"[441703583, 441703584, 4241088866]"
441703584,"[441703468, 347122988, 429466717, 4241088865]"
441703468,"[441703174, 441703166, 441703584]"
441702870,[441703481]
1888914621,"[1888914580, 441703481, 1888914629]"
441703481,"[368216538, 441702878, 1888914621]"
2264214292,"[441702970, 434376574, 2264214301, 2264214311]"
441702970,"[441702972, 441703021, 303247061, 2264214292, 441702917]"
441702844,"[441703502, 441702772, 441702843]"
441703146,"[441703151, 441702938, 441703141]"
2264214321,"[2264214329, 2264214327, 2264214311, 368216531]"
2264214311,"[2264214309, 441702971, 2264214321]"
441702971,"[441702979, 2264214311, 441702974]"
441703217,"[441703275, 441703243, 441702908, 1309736191, 2264214557]"
2264214557,"[2264214561, 441703217, 2264248718]"
2264248718,"[2264248736, 2264248716, 2264214557]"
2264248736,"[2264248722, 441703243, 2264248718]"
441703137,"[441703121, 1309736191, 441703177]"
441703313,"[441703585, 441703051, 441703315, 441703316]"
441703109,"[441703121, 441702938, 441703155]"
441703318,"[441703403, 441703319, 441703332]"
441703403,"[441703359, 441703318, 441703380]"
441703031,"[441703099, 441703082, 441703043]"
441703099,"[368216533, 441703036, 441703031]"
441702974,"[441703538, 434376572, 441702971]"
441703538,"[441703544, 441703531, 441702974]"
441702975,[441702974]
441702979,"[441703017, 441703531, 441702971]"
441703531,"[441702979, 441703538, 441703523]"
441702983,[441702979]
441703373,"[441703442, 441703435, 441703366]"
441703435,"[441703442, 441703352, 441703373, 441703428, 441703420]"
441703462,"[441702772, 441702844, 347122944, 441702836]"
441702772,"[441702780, 441702765, 441702844, 441703462]"
441703475,[441703462]
441703312,"[441702977, 441703010, 2264214328, 441703308]"
2264214328,"[441703312, 2264214329, 2264214327, 441703308]"
441703275,"[441703217, 441703256, 441703226]"
441703445,"[441703446, 441703443, 303247059]"
441703315,"[441703332, 441703313, 347123019, 441703314, 441703299]"
441703000,"[441703291, 441703000, 303247061]"
441702993,[441703000]
441702962,[441702972]
441703551,"[441703544, 441703021, 441702972]"
441702972,"[441703551, 441702970, 434376572, 2264214301, 441702973]"
441703420,"[441703449, 441703412, 441703435, 303247059]"
441703449,"[441703412, 441703359, 441703446]"
441703256,"[441703275, 441703174, 441703283]"
441703017,"[441702979, 441702977, 441703568, 2264214327]"
2264214327,"[441703017, 441703568, 2264214328, 2264214321]"
441702977,"[441703523, 441703017, 441703312]"
441703523,"[441703025, 441703531, 441702977]"
441702978,[441702977]
441703166,"[441703210, 441703468, 441703170]"
441703544,"[441703538, 441703551, 434376572]"
441702976,[434376572]
441703442,"[441703373, 347123019, 441703435, 368216524]"
441703043,"[441703036, 441703031, 441702931]"
441703036,"[441702931, 441703099, 441703043]"
441703121,"[441703137, 441703109, 441703131]"
441703174,"[441703268, 441703256, 441703468]"
441703339,"[441703325, 441703395, 441703578, 303247061]"
441703578,"[441703325, 441703580, 2264214330, 441703339]"
441702893,[441702917]
1888914537,"[1888914580, 441702917]"
441702917,"[441702970, 1888914537, 441702878, 441702908]"
441703210,"[441703166, 441703161, 441703187]"
441703141,"[441703060, 441703082, 441703146]"
441703187,"[441703210, 1309736191, 441703199]"
441703025,"[441703021, 441703010, 441703523]"
441703021,"[441702970, 441703551]"
441703446,"[441703449, 441703445, 441703447]"
441702878,"[441703481, 1888914580, 347122988, 441702917]"
441703444,"[441703428, 441703443, 303247059]"
441703443,"[441703445, 441703428, 441703444]"
441703010,"[441703291, 441703312, 441703025]"
441703006,[441703010]
441703317,"[441703580, 441703395]"
441703395,"[441703317, 441703339, 441703366]"
441703082,"[441703071, 441703031, 441703141]"
441702847,[441703509]
441702849,"[1888914625, 441703509, 1888914629]"
441703509,"[441702846, 441703516, 368216526, 441702849]"
441703450,"[441703291, 2264214329, 2264214330, 441703456]"
2264214330,"[441703450, 441703578, 2264214331]"
441703580,"[441703319, 441703456, 441703317, 441703578]"
441703456,"[441703580, 441703380, 441703366]"
303247061,"[4045266909, 441703442, 441703000, 441703339]"
441703366,"[441703373, 441703456, 441703395]"
441703428,"[441703444, 347123019, 441703443]"
441986982,"[441986980, 441986984, 441986983]"
441987113,"[441987112, 441987111, 441987235, 441987255]"
441987235,"[441987112, 441987120, 441987251, 441987113]"
441987112,"[441987110, 322731271, 441987235]"
441987085,"[441987081, 441987055, 441987212, 441987104, 441987242]"
441987191,"[441987191, 441987171, 441987193]"
441987190,[441987191]
368216474,"[441987022, 296631934, 441987011, 441987012]"
441987012,"[368216444, 368216474, 441987018]"
441987018,"[441987012, 441987016, 441987017]"
441987016,"[441987022, 441987018, 441987015]"
441987022,"[441987016, 441987021]"
368216473,"[441987008, 368216492, 441987009]"
441987008,"[368216473, 441987011, 441987069, 4775512138]"
441987104,"[441987085, 441987111, 441987114, 441987121]"
441987111,"[441987110, 441987120, 441987113, 441987104]"
441987240,"[441987241, 441987236, 441987255, 441987099]"
441987241,"[441987242, 441987240, 441987090, 441987239]"
441987242,"[441987245, 441987241, 441987119, 441987103, 441987074, 4775512148]"
441987039,"[441987050, 441987041, 441987038]"
441987203,"[441987210, 441987063, 441987054]"
441987176,"[322731274, 431405216, 441987230, 441987177]"
441987230,"[441987225, 441987176, 441987232, 322731274]"
322731274,"[441987230, 441987178, 368216494]"
441987094,"[322731271, 441987236, 441987089, 441987240]"
441987236,"[441987240, 441987251, 441987094, 441987239]"
441987017,"[368216444, 441987018, 441987015]"
441987175,[441987174]
441987173,"[441987233, 368216494]"
441987174,[441987175]
441987177,"[368216431, 441987176, 441987232, 441987178]"
441987232,"[441987216, 441987230, 441987178, 441987177]"
441987178,"[441987232, 368216433, 322731274]"
441987020,"[441987019, 2021294101, 368216482]"
441987050,"[441987035, 441987039]"
441986996,"[441987147, 441986995, 441987149]"
441986995,"[441986996, 441986994, 441986998]"
441987185,"[441987169, 441987185, 441987183]"
441987184,[441987185]
441986976,"[441986978, 368216482, 441986977]"
441987189,"[441987233, 441987172, 441987188]"
441987188,"[441987169, 441987189, 368216493]"
441987089,"[441987241, 441987103, 441987094, 441987239]"
441987239,"[441987119, 441987241, 441987236, 441987089]"
441987120,"[441987110, 441987119, 441987235, 441987111]"
441987110,"[441987112, 441987120, 1309736978]"
441986994,"[441986992, 441986995, 441986993]"
441986993,"[441987147, 441986994, 441987128]"
441987029,"[441987030, 441987027, 441987024]"
441987074,"[4775512139, 441987066, 441987129]"
4775512139,"[441987074, 441987069]"
4775512147,"[441987245, 441987101, 368216487]"
441987245,"[441987118, 4775512147, 368216487, 441987242]"
441987010,[4775512137]
4775512137,[441987011]
441986984,"[441986982, 441986985, 441986986]"
441986989,"[441987117, 441987116, 441986990]"
441986990,"[441986992, 441986989, 368216477]"
441987024,"[368216485, 2021294101, 441987029]"
441987027,"[441987028, 441987034, 441987029]"
441987121,"[441987212, 441987114, 441987104]"
441987114,"[1309736978, 441987121, 441987081]"
441987149,"[441986996, 4775512142, 441987004]"
4775512142,"[441987149, 441987150]"
441986986,"[368216490, 441986984, 441986987]"
368216490,"[441986986, 1309736984, 441987102]"
441987053,"[441987211, 441987108, 441987159, 441987054]"
441987211,"[441987210, 441987053, 441987108, 441987215]"
441987108,"[441987211, 441987056]"
441987205,"[441987208, 441987048, 441987047]"
441986987,"[441986988, 441986986, 368216477]"
441986988,"[441987102, 441987101, 441986987]"
4775512145,"[441987131, 441987116, 441987115]"
441987115,"[441987118, 441987133, 441987131, 4775512145]"
441987131,"[441987115, 441987130]"
441987043,"[441987031, 441987037, 441987042]"
441986992,"[441986994, 441986990, 441986991]"
441986991,"[441986992, 441987116, 441987128]"
441987004,"[441987149, 441987127, 441987004]"
441986999,[441987004]
441987041,"[441987040, 441987044, 441987039]"
441987147,"[441986996, 4775512143, 441986993]"
4775512143,"[441987147, 441987148]"
441987206,"[441987207, 441987046, 441987045]"
441987193,"[441987187, 441987191, 441987193]"
441987192,[441987193]
441986998,"[2374844361, 441986997, 441986995, 368216492]"
2374844361,"[2374844361, 441986997, 441986998]"
441986997,"[441987126, 2374844361, 441987127]"
441986978,"[441986980, 441986976, 441986979]"
441987021,"[1982696797, 441987022, 441987015]"
441987180,"[441987118, 368216487, 4775512146, 2486343858]"
2486343858,"[441987130, 441987180, 3305894061, 2486343857]"
441987107,"[441987234, 441987121, 368216464, 3170005983]"
441987207,"[441987234, 441987206, 441987208, 441987046]"
441987208,"[441987207, 441987205, 441987048, 441987209]"
441987209,"[441987210, 441987204, 441987208, 441987057]"
441987210,"[441987211, 441987203, 441987209, 441987054]"
441987215,"[441987212, 441987159, 441987211]"
441987212,"[441987121, 441987215, 441987085, 441987081]"
441987183,"[441987170, 441987185, 441987183]"
441987182,[441987183]
441987118,"[441987245, 441987115, 4775512146, 441987180]"
4775512146,"[441987118, 441987117]"
441987102,"[441986988, 368216490, 4775512148]"
4775512148,"[441987102, 441987242]"
441987133,"[441987115, 441987132, 441987146]"
441987132,"[441987133, 441987135]"
441987134,"[441987137, 441987148, 441987146]"
441987137,"[441987134, 3471676150]"
441987169,"[441987185, 441987172, 441987188]"
441987171,"[441987171, 441987191, 441987172]"
441987187,"[441987233, 441987187, 441987193]"
441987172,"[441987169, 441987189]"
441987015,"[441987016, 441987017, 441987021]"
441987124,[4775512141]
441987249,"[441987122, 441987129, 4775512141]"
4775512141,"[441987127, 441987249]"
441987034,"[441987036, 441987052, 441987032, 441987027]"
441987052,"[441987032, 441987051, 441987034]"
441987251,"[322731271, 441987236, 441987235, 441987255]"
441987119,"[441987103, 441987242, 441987239]"
441987186,[441987187]
441987122,"[441987122, 441987150, 441987249]"
441987125,[441987122]
441987126,"[368216491, 4775512140, 441986997]"
4775512140,"[441987126, 441987129]"
441987204,"[441987062, 441987209, 441987057]"
441987128,"[441986993, 4775512144, 441986991]"
4775512144,"[441987128, 441987146]"
441987037,"[441987036, 441987043]"
441986980,"[441986982, 441986978, 441986981]"
441987136,"[441987148, 441987150, 441987123]"
441987123,"[3471676150, 441987136]"
368216444,"[441987012, 441987017, 441987009]"
441988577,"[441988578, 298340674, 441988579]"
441988578,"[441988580, 298340672, 441988577]"
441988734,"[441988610, 441988733, 441988607, 1888846043]"
441988607,"[441988608, 441988734, 441988604]"
441988604,"[441988733, 441988607]"
441988733,"[441988734, 441988609, 441988604]"
441988584,"[441988581, 441988583, 441988579]"
441988583,"[441988580, 441988582, 441988584]"
441988570,[441988571]
441988608,"[441988611, 441988607, 1888846043]"
441988611,"[441988736, 441988612, 441988608]"
441988612,"[441988611, 441988618, 441988617]"
441988617,"[441988600, 441988612, 441988616]"
441988600,"[441988617, 358337953, 1888846028]"
358337953,"[1888846038, 441988600, 441988602]"
441988602,"[441988738, 441988571, 358337953]"
441988571,"[441988602, 441988575, 441988717]"
1888846028,"[1888846038, 441988605, 441988600, 441988616]"
441988594,"[441988596, 441988592, 441988595]"
441988596,"[441988598, 441988591, 441988594]"
441988736,"[441988614, 441988618, 441988611, 1888846043]"
441988588,"[441988590, 441988587, 441988586]"
441988587,"[441988589, 441988585, 441988588]"
441988590,"[441988592, 441988588, 441988589]"
441988589,"[441988590, 441988587, 441988591]"
441988592,"[441988590, 441988591, 441988594]"
441988591,"[441988596, 441988589, 441988592]"
1888846043,"[441988736, 441988608, 441988734, 441988613]"
441988575,"[441988571, 441988576, 441988717, 298340674]"
441988579,"[441988580, 441988577, 441988584]"
441988581,"[441988584, 441988582, 441988586]"
441988586,"[441988585, 441988588, 441988581]"
441988595,"[441988598, 441988594, 441988601]"
441988601,"[441988576, 441988597, 441988595]"
441988576,"[2262766543, 298340671, 441988601]"
441988618,"[441988619, 441988612, 441988736, 441988616]"
441988597,"[441988598, 298340671, 441988601]"
441988580,"[441988578, 441988583, 441988579]"
441988582,"[441988585, 441988583, 441988581]"
441988585,"[441988587, 441988582, 441988586]"
441988598,"[441988596, 441988597, 441988595]"
298340671,"[296079385, 4686037656, 441988576, 441988597]"
441988619,"[441988614, 441988618, 441988615]"
441988616,"[441988618, 441988617, 441988615, 1888846028]"
441988738,"[1888846038, 441988602, 441988599, 441988717]"
4241088879,"[441988728, 441988729, 1309015052]"
441988728,"[4241088879, 441988731, 441988730]"
441988730,"[441988725, 441988728, 441988724]"
441988724,"[441988726, 441988730, 441988727]"
441988726,"[441988723, 441988724, 441988722]"
441988723,"[441988726, 441988720, 441988718]"
441988718,"[441988723, 441988716, 441988721]"
441988716,"[441988718, 1309015052, 441988719]"
1309015052,"[1843855672, 441988712, 441988715, 441988716]"
441988622,"[441988621, 1843855672, 441988634]"
441988731,"[441988725, 441988728, 441988729]"
441988710,"[441988712, 441988708, 441988711]"
441988707,"[298340597, 441988706, 441988708]"
441988719,"[441988715, 441988716, 441988721]"
2187314408,"[298340593, 2187321783, 441988705, 278380214]"
441988705,"[441989520, 441989519, 2187314408]"
441988722,"[441988726, 441988720, 441988727]"
441988703,"[298340597, 441988702, 441988634]"
441988729,"[4241088879, 441988731]"
441988708,"[441988710, 441988709, 441988707]"
441988712,"[441988713, 441988710, 1309015052]"
441988634,"[441988703, 441988645, 441988622, 358338035]"
441988624,"[1843855672, 441988625, 441988573]"
441988725,"[441988731, 441988730, 441988727]"
441988727,"[441988725, 441988724, 441988722]"
441988720,"[441988723, 441988722, 441988721]"
441988721,"[441988720, 441988718, 441988719]"
298340552,"[3305894065, 298340504, 2189329194]"
1843855672,"[441988624, 298340662, 441988622]"
441988573,"[441988624, 298340662, 441988572, 441988609]"
298340662,"[303247060, 3305894065, 2486343874, 2189329194, 441988573]"
1888846038,"[441988603, 441988738, 358337953, 1888846028]"
441989543,"[441989543, 441989542, 441989535]"
441989542,"[441989532, 441989533, 441989543]"
441989532,"[4241088862, 441989516, 441989542]"
441989536,[441989543]
441989527,"[441989531, 3248420696, 441989528, 441989530]"
441989530,"[441989529, 441989525, 3248420696]"
441989515,"[441989574, 441989516, 441988715, 441989518]"
441989574,"[441989515, 2187321783, 441989573, 441989516]"
441989516,"[441989517, 441989532, 441989574]"
441989525,"[441989526, 441989528, 3248420697, 441989530]"
441989528,"[441989527, 441989523, 3248420697]"
441989517,"[441989516, 368220951, 441989573, 441989518]"
441989573,"[441989518, 441989517, 298340593, 441989574]"
441989518,"[441989573, 441989519, 441989515]"
441989523,"[3248420698, 441989526, 441989524, 441989528]"
441989526,"[3248420698, 441989522, 441989525]"
313774844,"[441989520, 3233589569, 441989512, 313774847]"
441989512,"[3248420694, 313774844, 441989531, 441989534]"
441989531,"[441989527, 3248420695, 441989512]"
441989524,"[441989520, 3248420699, 441989523]"
441989520,"[298340587, 441988715, 441989524, 278380204, 441988705]"
441989529,"[3248420695, 441989531, 441989534, 441989530]"
441989522,"[441989526, 278380204, 3248420699, 441989524]"
441989534,"[3248420694, 441989529, 313774847]"
441989519,"[368220951, 298340593, 441988705, 441989518]"
298340593,"[368220951, 441989519, 441989573, 2187314408]"
368220951,"[441989517, 298340593, 278380214]"
278380204,"[298340587, 2187314410, 441989522]"
313774847,"[2187314410, 3233589569, 441989534]"
2486343887,"[2486343888, 369610031, 2486885330]"
369610031,"[441991979, 441991970, 2486343887, 3305894076, 3305894078]"
441991912,"[441991914, 4919438037, 441991915, 441991917]"
441991917,"[441991912, 441992060, 441991924, 4919438036]"
441991924,"[441992059, 441991917, 441991923]"
441991923,"[441991928, 441991926, 441992058, 441991924]"
441991928,"[441992057, 441991923, 441991927]"
441991927,"[441992056, 441991928, 441991930, 441991922]"
441991922,"[441992055, 441991951, 441991927]"
441991951,"[441991946, 441991913, 441992054, 441991922]"
441991913,"[441991951, 441992053, 441991944]"
441991944,"[441991940, 441991942, 441992052, 441991913]"
441991940,"[441991914, 441992051, 441991944]"
441991914,"[441991940, 441991980, 441992050]"
441992025,"[441992024, 441992026, 2160757067]"
2160757067,"[441992133, 441992023, 441992025]"
441992060,"[441992059, 441991917, 441991915, 4919438036]"
4919438036,"[441992060, 441991918]"
441992056,"[441992057, 441992055, 441991927, 441991930]"
441991930,"[441992056, 441991925, 441991920]"
441992009,"[441992022, 441992012, 441992119, 441992010]"
441992119,"[441992124, 441992012, 441992009, 441992027]"
441992012,"[441992119, 441992014, 441992011]"
441991959,"[441992117, 441991958, 441991939, 441991974]"
441992117,"[441991974, 441992118, 441992116, 441991959]"
441991974,"[441992117, 441991964, 441991932]"
441992042,"[441992030, 441992041, 441992040]"
441992041,"[441991989, 441992043, 441992042]"
441992029,"[2160757066, 441992023, 441992132, 441992028]"
441992132,"[441992131, 441992133, 441992029, 2160757066]"
2160757066,"[441992132, 441992026]"
441992011,"[441992022, 441992012, 3445461566, 441992124]"
441992124,"[441992022, 441992119, 441992128, 441992011]"
441992022,"[441992124, 441992009, 441991984]"
441992040,"[441991989, 441992039, 441992042]"
441991989,"[441992038, 441992041, 441992040]"
441992037,"[441991990, 441992044, 441992039]"
441992044,"[441991990, 441992038, 441992037]"
441991997,"[441992000, 441991998, 441991988, 441992048]"
441992048,"[441992066, 441992047, 441991997, 441992049]"
441992066,"[441992067, 441992107, 441992065, 441992048]"
441992107,"[441992106, 441991998, 441992066, 441992108]"
441991998,"[441991999, 441992107, 441991986]"
441991999,"[441992000, 441991998, 441992106, 441991994]"
441992106,"[369610034, 441992067, 441992107, 441991999]"
441992067,"[441992106, 441992066, 441992047, 441992068]"
441992047,"[441992000, 441992067, 441992046, 441992048]"
441992000,"[441991993, 441992047, 441991997]"
441991993,"[441992000, 441991994, 441991996, 441992046]"
441992046,"[441991993, 441992045, 441992068, 441992047]"
441992068,"[441992069, 441992067, 369610034, 441992046]"
369610034,"[441992106, 441992105, 441992068, 441991994]"
441991994,"[369610034, 441991995, 441991999]"
441991925,"[441992057, 441991926, 441991928, 441991930]"
441992057,"[441991928, 441992056, 441992058, 441991925]"
441991929,"[441991919, 441991938, 441991932, 369610036]"
441991932,"[441992118, 441991929, 441991939, 441991974]"
441991964,"[441991960, 441992116, 441991958, 441991974]"
441991960,"[441991964, 369610037, 441991957]"
441991957,"[441992115, 441991956, 441991960, 441991954]"
441991956,"[441992114, 441992061, 441991957]"
441992061,"[441992054, 441991956, 441992113, 441992064]"
441992064,"[441992061, 441991945, 441992112, 441992053]"
441991945,"[441992111, 441991938, 441992052, 441992064]"
441991938,"[441991945, 441992110, 441992051]"
441991919,"[441991918, 441991929, 4919438037, 441991920]"
441991918,"[441991919, 441991921, 4919438036]"
441991921,"[441992059, 441991926, 441991924, 441991918]"
441991926,"[441992058, 441991925, 441991921]"
441991920,"[441992055, 441991930, 441991922]"
441991980,"[441991988, 441991914, 441991985, 441991979]"
441992050,"[441991914, 441992051, 441991982, 441992049]"
441991982,"[441992109, 441992050, 441992065, 441991981]"
441992109,"[441992108, 441991985, 441991982, 1309029477]"
441991985,"[441991977, 441992109, 441991986]"
441992115,"[441992114, 441991954, 369610037, 441991957]"
441991954,"[441991955, 441992115, 441991947]"
441992059,"[441992058, 441992060, 441991924, 441991921]"
441991908,"[3894662871, 2486343886]"
3894662871,"[3894662871, 441991908]"
441991988,"[441991980, 441991997, 441992049]"
441991996,"[441991993, 441992045, 441992006]"
441992006,"[441991996, 441992007, 441992005, 441991916]"
441992007,"[441992002, 441992071, 441992006]"
441992002,"[441992001, 441992072, 441992007, 441992003]"
441992003,"[441992002, 441991992, 441992073]"
441991992,"[441991975, 441992074, 441992003]"
441991975,"[441991992, 441992075, 441991979]"
441991979,"[441991970, 441992010, 369610031, 441991975]"
441991916,"[441992070, 441992045, 441992006]"
441992070,"[441992069, 441992104, 441991916, 441992071]"
441992104,"[441992070, 441992005, 441992105, 441992102]"
441992005,"[441992008, 441991995, 441992104]"
441992027,"[441992119, 441991983, 441992010, 441992014]"
441992128,"[441992124, 2160751113, 441992129, 441991984]"
441992129,"[441992130, 2160751114, 441992128, 441992018]"
441992130,"[441992131, 2160757064, 441992129, 441992019]"
441992131,"[2160757065, 441992132, 441992028, 441992130]"
441992133,"[441992132, 441992134, 441992023, 2160757067]"
441992134,"[2160757068, 441992036, 441992133, 441992034]"
441992034,"[441992134, 441991983, 441992035]"
441991983,"[441992036, 441992034, 441992032]"
441992116,"[441992117, 441991958, 441991964, 369610037]"
441991958,"[441991955, 441992116, 441991959]"
441992021,"[2160751114, 441992020, 441992016]"
2160751114,"[441992021, 441992129, 441992018]"
441991915,"[441991912, 441991916, 4919438037, 441992060]"
441992058,"[441992057, 441991926, 441992059, 441991923]"
441992055,"[441992054, 441992056, 441991922, 441991920]"
441992054,"[441992055, 441992061, 441991951, 441992053]"
441992053,"[441992054, 441991913, 441992052, 441992064]"
441992052,"[441991945, 441992053, 441992051, 441991944]"
441992051,"[441991940, 441991938, 441992052, 441992050]"
441992049,"[441991988, 441992050, 441992065, 441992048]"
441992045,"[441992069, 441991916, 441991996, 441992046]"
441992032,"[441992031, 441991983, 441992033, 441992043]"
441992031,"[3305894078, 441992032, 3305894079]"
441992111,"[441991942, 441991945, 441992112, 441992110]"
441991942,"[441992111, 441991941, 441991943]"
441992035,"[441992024, 441992034, 441992033]"
441992039,"[441992038, 441992037, 441992040]"
441992038,"[441991989, 441992044, 441992039]"
2486343893,"[2486885333, 441992013, 2486885335]"
441992013,"[441991990, 295153602, 2486343893, 3305894080]"
441991984,"[441992022, 441992128, 2160751113, 441992018]"
2160751113,"[441992020, 441992128]"
441992065,"[441992108, 441992066, 441991982, 441992049]"
441992069,"[441992070, 441992045, 441992105, 441992068]"
441992071,"[441992070, 441992007, 441992072, 441992102]"
441992072,"[441992002, 441992084, 441992071, 441992073]"
441992073,"[441992080, 441992072, 441992074, 441992003]"
441992074,"[441992077, 441992075, 441992073, 441991992]"
441992075,"[441992076, 441991975, 441992074, 441991981]"
441991981,"[369610033, 441991970, 441992075]"
2486343886,"[441991908, 2486343882]"
441991995,"[441991996, 441992005, 441992105, 441991994]"
441992105,"[369610034, 441992104, 441991995, 441992069]"
441992084,"[441992001, 441992080, 441992072, 441992102]"
441992001,"[441992008, 441992004, 441992084]"
441991978,"[369610033, 441991977, 441991976]"
441991976,"[441992076, 441991978, 441991975, 441991991]"
441991991,"[441991992, 441991976, 441992004, 441992077]"
441992004,"[441992001, 441992080, 441991991, 441992003]"
441992008,"[441992001, 441992007, 441992005, 441992102]"
441991986,"[441992108, 441991998, 441991988, 441991985]"
441991977,"[441991941, 441992110, 441991985]"
441992077,"[441992076, 441992080, 441992074, 441991991]"
441991955,"[369610037, 441991960, 441991958, 441991954]"
369610037,"[441992115, 441991955, 441992116, 441991960]"
441992017,"[2160757065, 441992026, 441992016]"
2160757065,"[441992131, 441992028, 441992017]"
441992113,"[441992114, 441992061, 441992112, 441991946]"
441991946,"[441991943, 441992113, 441991947]"
441992019,"[441992130, 2160757064, 441992028, 441992018]"
2160757064,"[441992016, 441992130]"
441992102,"[441992104, 441992084, 441992071, 441992008]"
441992030,"[441992033, 441992043, 441992042]"
441992043,"[441992030, 441992041, 441992032]"
441991911,"[441991941, 441991939, 369610036]"
441991939,"[441991911, 441992118, 441991959]"
441991947,"[441992114, 441991956, 441991946, 441991954]"
441991943,"[441991946, 441991913, 441992112, 441991942]"
441991941,"[441991940, 441991977, 441991942]"
441992076,"[369610033, 441992077, 441991976, 441992075]"
441992108,"[441992109, 441992107, 441992065, 441991986]"
441992033,"[441992030, 441992035, 441992032]"
441992024,"[2160757068, 441992025, 441992035]"
2160757068,"[441992024, 441992036, 441992134]"
441992114,"[441992115, 441991956, 441992113, 441991947]"
441992080,"[441992073, 441992077, 441992084, 441992004]"
441992118,"[441992117, 441991939, 441991932, 369610036]"
441992112,"[441991943, 441992111, 441992113, 441992064]"
369610033,"[441992076, 1309029477, 441991978, 441991981]"
1309029477,"[441992109, 441992110, 369610036]"
441992110,"[441991977, 441992111, 441991938, 1309029477]"
441992830,"[441992832, 441992834]"
441992832,"[441992831, 441992830]"
441992865,"[308446058, 441992863, 441992869]"
308446058,"[441992865, 441992866, 441992819]"
441992828,"[441992875, 441992868, 441992835]"
441992875,"[441992828, 441992871, 1988584400]"
441992822,"[2486343862, 441992826, 441992853]"
441992826,"[441992832, 441992842, 2486343872, 441992822]"
441992868,"[441992828, 441992871, 441992869]"
441992871,"[441992875, 441992868, 441992867]"
441992833,"[441992838, 441992831, 441992835]"
441992838,"[441992833, 1309734077, 441992845]"
441992842,"[441992859, 441992826, 441992853]"
441992853,"[441992848, 441992842, 441992822]"
441992848,"[441992859, 441992864, 441992853]"
441992859,"[441992857, 441992842, 441992848]"
441992863,"[441992865, 441992857, 441992866]"
441992866,"[308446058, 441992863, 441992864]"
441992831,"[441992833, 441992832, 441992834]"
441992834,"[441992831, 441992830, 1309734077]"
441992835,"[441992828, 441992833, 441992845]"
441992845,"[441992838, 1988584400, 441992835]"
441992857,"[441992859, 441992863, 441992864]"
441992869,"[441992865, 441992868, 441992867]"
441992829,[441992826]
441992864,"[441992857, 441992848, 441992866]"
441992867,"[441992871, 1988584402, 441992869]"
4241088833,"[1988584124, 301303373, 301303371, 1495069686]"
1495069686,"[1495069572, 1495069774, 4241088833, 1495069622]"
1495069572,"[1495069686, 1495069584, 1495069594, 1495069540]"
1495069540,"[1495069572, 1495069512, 1495069550, 1495069482]"
1495069482,"[1495069463, 1495069493, 1495069487, 1495069540]"
