Node,Adjacent nodes
348419148,"[348423502, 295830980, 348419153, 348419184, 441020094, 348419140]"
348419140,"[348423596, 348419148, 348419168, 348419132]"
367381608,"[295830986, 367381583, 367381589, 295830982]"
348419118,"[348423596, 348419125, 348419181, 348419113]"
348419113,"[348419184, 348423502, 348419118, 295830984]"
295830984,"[295830986, 348419186, 348419113, 348423491]"
295830986,"[913692957, 295830984, 348423479]"
295831058,"[913692968, 295830991, 438651941, 913692940]"
295830991,"[368355824, 296062404, 295831058, 348419094]"
348419094,"[348419186, 348419100, 368355823, 295830991]"
348419100,"[295830994, 348419184, 348419094, 348419104]"
348419104,"[348419106, 348419100, 348419181, 348419011]"
438651941,"[295830988, 367381589, 438651951]"
438651951,"[295830993, 438651941, 438651932, 913692863]"
348419011,"[295830994, 348419037, 348419014, 348419104]"
295830994,"[348419049, 368355823, 348419100, 348419011]"
368355823,"[295830994, 295831002, 368355824, 348419094]"
368355824,"[913692968, 295830991, 368355823, 348419075]"
913692968,"[368355824, 295831058, 913692863, 348419078]"
913692863,"[913692968, 348419341]"
913692894,[295831001]
438651932,"[367381595, 438651951, 295831001]"
2028498206,[367381595]
367381595,"[438641147, 295831015, 367381601, 438651932]"
367381601,"[367381595, 1139228664, 1558816889, 434331577, 438651877]"
438651877,"[295830906, 295831033, 367381601, 438651906]"
348419068,"[348419064, 348419322, 348419072, 348419065]"
348419072,"[348419308, 348419068, 295831034, 348419062]"
295831034,"[348419072, 438677004, 441020132, 348419088]"
348419088,"[348419297, 348419057, 348419084, 295831034]"
348419084,"[348419073, 348419286, 348419082, 348419088]"
348419082,"[348419214, 348419235, 348419080, 348419084]"
348419214,"[295831036, 348419211, 348419336, 348419082]"
295831036,"[348419358, 348419214, 348419329, 434333446]"
434333446,"[367381568, 295831041, 295831036, 434331577]"
434331577,"[434331576, 434333446, 295831020]"
348419322,"[348419308, 348419315, 348419068, 348419346]"
348419308,"[348419322, 348419072, 441020132, 348419303]"
441020132,"[348419308, 348419297, 441020134, 295831034]"
348419297,"[348419088, 348419292, 434331576, 348419286, 441020132]"
348419315,"[295830974, 348419322, 348419303, 348419351]"
348419303,"[348419308, 348419315, 441020134, 295830971]"
441020134,"[348419292, 441020132, 348419303, 368355831]"
348419292,"[441020134, 348419297, 295831053, 348419281]"
348419281,"[348419292, 348419236, 348419286, 295831055]"
348419236,"[348419208, 295831048, 348419235, 348419281]"
348419208,"[348419236, 348419211, 348419189, 295831046]"
295831046,"[348419358, 348419208, 295831049, 913692921]"
913692921,"[295831041, 913692943, 367381571, 295831046]"
913692943,"[438641141, 295831052, 913692921]"
438652197,"[295830906, 295830963, 438652206]"
368355829,"[295830974, 295830963, 438652285, 438652242]"
295830974,"[348423569, 348419315, 368355827, 368355829]"
368355827,"[295830974, 438652285, 295830971]"
295830971,"[368355827, 348419303, 913705706]"
913705706,"[438677033, 368355831, 295830971]"
368355831,"[913705706, 441020134, 295831053]"
295831053,"[438641181, 348419292, 368355831, 2542180978, 368355833, 295831052]"
348423519,"[295831002, 441020091, 348423521, 295831086]"
348423521,"[441020131, 348423519, 368355822, 295831075]"
368355822,"[368355821, 441020129, 348423524, 348423521]"
348423524,"[441020128, 367381619, 1824182376, 368355822]"
367381619,"[441020126, 348423526, 348423524]"
348423526,"[348423531, 441020124, 348423528, 367381619]"
348423528,"[348423533, 441020094, 348423526, 348423491]"
348423491,"[348423528, 348423502, 348423479, 295830984]"
348419186,"[296062404, 348419184, 295830984, 348419094]"
295831002,"[348419049, 348419057, 295831053, 368355823, 609970505, 348419075]"
438641187,[296062404]
295831055,"[368355825, 348419281, 368355833]"
348419286,"[348419297, 348419235, 348419281, 348419084]"
348419073,"[348419075, 348419057, 348419084, 348419080]"
348419075,"[348419073, 295831002, 368355824, 348419078]"
296062404,"[913692957, 348419186, 295830991]"
295831048,"[348419236, 438672885, 368355825, 913692940]"
348419235,"[348419236, 348419286, 348419211, 348419082]"
348419080,"[348419073, 348419336, 348419082, 348419078]"
348419078,"[913692968, 348419341, 348419080, 348419075]"
913692940,"[913692957, 296062405, 295831058]"
1136496077,[913692863]
348419189,"[438672845, 438672885, 348419208]"
348419211,"[348419358, 348419214, 348419235, 348419208]"
348419336,"[348419341, 348419214, 348419329, 348419080]"
348419341,"[295831004, 348419336, 913692863, 348419078]"
295831004,"[348419341, 348419329, 438672771, 609970505]"
348419329,"[367381568, 348419336, 295831036, 295831004]"
348419358,"[295831041, 295831036, 348419211, 295831046]"
295831049,"[438672812, 438672845, 438672771, 295831046]"
438672771,"[438672827, 295831049]"
441020106,"[441020109, 367381630, 295831069, 438652080]"
295831069,"[348423531, 441020107, 441020106, 295830980]"
348423531,"[348423533, 348423526, 1824182376, 295831069]"
441020124,"[441020126, 441020094, 348419153, 348423526]"
348419168,"[348419171, 348419140, 368355861, 348419153]"
367381630,"[367381583, 295831070, 913570296, 438672732, 367381614]"
913570330,"[367381638, 913570297, 913570335, 438652032]"
367381638,"[295831071, 438672683, 913570330, 367381624]"
348423557,"[348423569, 368355820, 348419178, 295830969]"
441020131,"[441020129, 441020091, 348423521, 295830969]"
295831075,"[368355821, 295831076, 348423521, 295831086]"
295831076,"[348423535, 368355818, 438652032, 295831075]"
438652032,"[295831076, 441020112, 438651963]"
1832243464,"[295831078, 295830966, 1832243459]"
348423569,"[348423539, 295830966, 348423557]"
441020091,"[441020131, 348423519, 348423539, 441020094]"
295831086,"[295831075, 348423519, 913570282, 348423530]"
913570282,"[913570282, 348423535, 295831086]"
348423535,"[913570282, 295831076, 295831088]"
295831088,"[295831089, 438652137, 348423535, 438651963]"
913570335,"[913570296, 441020100, 913570330, 367381624]"
367381624,"[367381614, 295830917, 913570335, 367381638]"
348423594,"[348419176, 368355820, 368355861, 348419174]"
441020128,"[348419176, 441020126, 441020129, 348423524]"
1824182376,"[348423531, 348423533, 348423524, 348423530]"
348423530,"[295831091, 368355821, 1824182376]"
295831091,"[438652048, 368355818, 441020107, 348423530]"
438652048,"[441020109, 438651993, 295831091, 441020112]"
438651993,"[441020111, 295831092, 438651963, 438652048]"
295831092,"[438651993, 441020100, 438652019]"
441020100,"[441020100, 295831092]"
438679731,[913570335]
295167451,"[295167421, 295167380, 295167656]"
295729600,"[3612027152, 295830929, 1558816914]"
1558816914,"[295729600, 1558817090, 1558816889, 2028498198]"
278380181,"[347637169, 1241563778, 347637618, 278380180]"
347637618,"[347637620, 278380180, 278380181]"
278380180,"[347637618, 844505131, 347637170]"
2486343877,"[347122944, 2486343876, 296079385, 441702938, 4098741474]"
296079385,"[3305894069, 3305894070, 298340671, 2486343877]"
296079413,"[441579456, 968584778]"
968584778,"[296079414, 296079413, 471284171]"
296079416,"[296079414, 471284135, 471284141, 471284129]"
471284135,"[471284128, 471284136, 296079416, 471284130]"
471284128,"[471284134, 616967460, 471284131, 471284135, 471284137]"
471284137,"[471284138, 471284141, 471284128]"
471284141,"[296079417, 471284152, 471284126, 471284137, 471284133]"
296104227,"[513272545, 513272547, 724124700, 344963368]"
344963368,"[297713280, 548551637, 296104227]"
296173055,"[296173570, 296173348, 295164469, 297087347]"
297087347,"[296173099, 296173055, 296175493, 4729217898]"
296175493,"[437909054, 296175497, 297087347]"
437909054,"[296175484, 2824308919, 296175493]"
296175484,"[437909054, 296175487, 296173457]"
296173457,"[297087348, 437909064, 296175484]"
437909064,"[296173457, 296173496, 2824308915]"
296173496,"[2824308907, 437909064, 437909062]"
2824308907,"[296173496, 437909057, 1814689392]"
296173570,"[437909057, 296173641]"
296173059,"[295164456, 295169005, 349232665, 2352102852, 295169072]"
349232665,"[296173059, 297087403, 2352102852]"
2352102852,"[2352102852, 349232665]"
1983446930,"[296173113, 296173114, 1983446928, 1983446939]"
296173113,"[1983446930, 296173115, 296173114, 295161691]"
296173114,"[296173113, 356204357, 295168471]"
1983446928,"[1983446930, 296173115, 1983446920]"
296173115,"[1983446928, 296173117, 1333755483, 295161691, 296173113]"
296173308,"[295168495, 295164488, 2856216958, 446746384]"
446746384,"[446746390, 296173308, 446746368]"
446746368,"[446746375, 295164488, 446746384]"
295164488,"[295169005, 296173370, 446746368]"
446746390,"[296173357, 296173379, 446746384]"
296173379,"[446746390, 296173391, 446746375]"
446746375,"[296173370, 446746368, 296173379]"
296173370,"[446746375, 296173348, 296175497, 297087403, 295164488]"
296173395,"[296173422, 295164456, 295164469]"
296173422,"[296173103, 2824308917, 296173395]"
296173444,"[296173457, 1494348857, 1494348842, 4729217898]"
1494348857,"[1494348884, 296173444, 297087348]"
297087348,"[296175487, 1494348857, 296173457, 296173483]"
296173103,"[296173422, 1494348884, 296175487, 296173483]"
296175487,"[296173103, 297087348, 296175484]"
296173483,"[1814689392, 297087348, 296173496, 437909062]"
437909062,"[296173496, 2824308915, 296173483]"
296173641,"[296173570, 1494354305]"
296175497,"[296175493, 4729217898]"
480709303,"[297713279, 297108553, 295167758, 297108506]"
297108553,"[297659734, 297108547, 297108552, 480709303, 296178046]"
5322226888,"[2654335164, 296178046, 2000104795, 296178048]"
2000104795,"[296178048, 526133543, 5322226888]"
296178048,"[297108548, 296178064, 2000104795]"
296178064,"[1974083177, 297108550, 296178066, 526132227, 296178048]"
1974083177,"[296178064, 296178066, 1974083204, 1974083199]"
296178066,"[1974083177, 296178071, 296178068]"
339013864,[339013814]
339013814,"[341558701, 296178068, 1432661236]"
296104224,"[296178085, 1937868952, 1945681493]"
1937868952,"[339013814, 296104224, 296178080]"
296178085,"[496246747, 296104224, 296178116, 295170448]"
496246747,"[296178085, 296178138, 296178116]"
296178116,"[296178132, 296178124, 496246747, 365517494]"
296178137,"[295168137, 295170448, 295170189, 296104224, 365517494]"
295170241,"[295168137, 295170238, 296178138, 295170251]"
296178138,"[295170241, 496246747, 365517494]"
365517494,"[296178135, 296178138, 296178116]"
295167968,"[1177498193, 5064579523, 5064577703, 295195891]"
5064577703,"[296182570, 5064577710, 5064577700, 295167968]"
296182570,"[733808334, 909548626, 435669033, 5064577703]"
435669033,"[296182570, 733808333, 435669040]"
733808333,"[733808331, 733808313, 435669033, 295195891]"
296182548,"[733808334, 435669040, 733808319, 296182554]"
435669040,"[733808331, 296182548, 435669033]"
733808331,"[733808333, 435669040, 733808313, 733808335]"
733808335,"[733808331, 295195891, 733808321]"
733808321,"[2958297569, 733808324, 733808330, 733808335]"
2958297569,"[733808321, 341558632, 733808315]"
341558632,"[435657316, 296182560, 2958297569, 296182561]"
435657316,"[435657259, 341558632, 435657323, 909572041]"
435657259,"[435657278, 435657268, 435657316, 341558649]"
435657278,"[435657259, 435657284, 435657293, 435657274]"
435657293,"[296182554, 435657278, 435657304, 435657287]"
296182554,"[296182568, 435657293, 296182559]"
733808302,[296182559]
296182555,"[909548626, 733808319, 733808313]"
733808313,"[733808331, 733808316, 296182555]"
733808316,"[909548626, 733808313, 733808330]"
733808330,"[733808321, 733808316, 296182561]"
296182561,"[341558632, 435657323, 733808330]"
435657323,"[341558649, 435657316, 296182561]"
341558649,"[296182567, 435657323, 435657284, 435657259, 733808327]"
435657284,"[435657304, 435657278, 341558649, 435657334]"
435657304,"[435657293, 435657284, 296182559]"
296182559,"[435657304, 435657334, 296182554]"
296182560,"[435657310, 733808306, 341558632, 296182561]"
3525952910,[296182560]
435657268,"[435657259, 435657310, 341558649, 435657274]"
296182567,"[296182564, 435657334, 296182568, 1144104744, 733808327]"
435657334,"[296182567, 435657284, 296182559]"
296182568,"[1945384433, 435657251, 296182554]"
733808334,"[296182570, 733808326, 296182548]"
733808319,"[296182555, 296182548, 733808322]"
909548626,"[296182555, 733808316]"
296182575,"[370470324, 5064739045, 295195617, 295195609]"
5064739045,"[296182584, 296182575, 5064739046, 5064739044]"
296182581,"[295195617, 296182582, 295170948, 5064739046]"
5064739046,"[296182581, 5064739045, 370470328, 5065465921]"
370470328,"[296182582, 370470335, 5064739046]"
296182582,"[5064802810, 5064739060, 370470328]"
296182583,[296182584]
296182584,"[370470321, 5064739045]"
1144208370,"[298859419, 296182613, 296182615]"
296182617,"[437992228, 2383867064, 296182632, 296182619]"
296182632,"[296182617, 296182631, 298859568]"
298859568,"[296182615, 296182632, 370469671, 298859419]"
370469671,"[370469670, 298859568, 298859562]"
298859562,"[1133793057, 298859555, 296182619, 370469671]"
296182619,"[1141753811, 298859562]"
296182621,[296182617]
295195646,"[296182623, 298859555]"
295171093,"[341558665, 295171026, 295171096, 295195616]"
295171025,"[295195574, 295195590, 295171024, 295195630]"
2476557799,"[365880072, 1779092165, 370470339, 1945384433]"
370470339,"[370470339, 370470341, 2476557799]"
370470341,"[370470339, 370470345, 370470341]"
370470345,"[370470345, 370470341, 370470347]"
370470347,"[909603558, 370470345, 370470347]"
909603558,"[370470347, 1945384433, 909603558]"
1945384433,"[296182568, 909603558, 435657287]"
296188421,"[297103132, 295167411, 3081652670, 296188423]"
297103132,"[295167260, 296188421, 297103133, 297103134, 297103131]"
296188423,"[295167399, 295167421, 295167260]"
296374004,[296374011]
296374011,"[474357322, 2500415171, 1965961427, 1812310336]"
1558527955,"[2726887140, 510589508, 1558527948, 296453944]"
296453944,"[2231887580, 1558527955, 2438377813, 2726887142, 296453948]"
296454559,"[2728285853, 2321923562, 295187977]"
295187977,"[550409553, 296453948, 296454559, 295187978]"
295187978,"[295187977, 550412568, 295187980, 1026430305]"
1026430305,"[543668504, 295187978]"
4025676190,"[990604892, 295155794]"
990604892,"[990604892, 4025676190]"
296577549,"[296577549, 295179085, 1908000300]"
296577556,[296577549]
296577583,"[295155059, 296577589, 295171571]"
296577589,"[296577583, 3224859646, 295169994]"
296596418,"[429220021, 448826469, 295167018, 2577925220]"
2577925220,"[296596418, 429220021, 2577925219]"
429220021,"[510610705, 2577925220]"
296596459,"[296596459, 296596452]"
296596472,[296596459]
910652710,"[296602965, 1420208702, 296602999, 435599922]"
296602965,"[296602999, 444089735, 910652710, 296602953]"
296602999,"[296602965, 635705943]"
295178384,"[578069004, 1900099981, 1728939693, 578069006]"
578069006,"[578069004, 295178384, 578069033]"
578069004,"[578069006, 578069028]"
444089735,"[296603010, 444089735, 296602965, 296602949]"
296603010,"[444089735, 2955420575]"
3114199543,"[498395928, 296612918]"
296612918,"[3114199543, 498396050, 4618425148, 3114199544]"
2486343794,"[435599807, 1692425502, 296612938, 2486343800]"
435599807,"[435599813, 498395438, 435599810, 2486343794]"
435599813,"[296612962, 435599807, 498396469]"
296612962,"[498396482, 498395358, 435599823, 435599813]"
435599823,"[296612962, 435599824, 435599840, 322731378]"
435599840,"[296612938, 435599843, 435599823]"
296612938,"[435599825, 498396372, 4709851428, 435599840]"
2998160497,"[577033577, 4045869425, 302531597, 435599828]"
577033577,"[498400893, 498400884, 2998160497, 577033578]"
577033578,"[498400849, 296612976, 577033577]"
296612976,"[577033576, 577033578, 296612982]"
296612982,"[296612976, 296612985, 368233861]"
368233861,"[296612988, 368233862, 296613326, 296612982]"
296613326,"[368233861, 296612959, 1084547348, 296612969]"
296612969,"[296612966, 296613326, 435599775]"
435599775,"[498396642, 498396707, 296612969]"
498396707,"[435599796, 435599775, 435599816]"
435599796,"[4045869427, 435599802, 498396707, 435599777]"
4045869427,"[4045869427, 435599839, 435599796]"
435599839,"[4045869427, 435599843, 498396577, 4045869425]"
4045869425,"[435599839, 4709851428, 1081411511]"
296612945,"[498400819, 368233862, 435599810]"
435599810,"[296612945, 435599811, 435599807]"
435599811,"[296612959, 435599815, 435599813, 435599810]"
296612959,"[435599811, 296612966, 1081408802, 296613326]"
1084547348,"[498396649, 296613326, 498400819]"
498400819,"[296612988, 1084547348]"
296612966,"[296612959, 435599816, 296612969]"
435599816,"[498396707, 435599802, 435599815, 296612966]"
435599802,"[435599796, 498396505, 435599816, 435599805]"
498396505,"[498396482, 435599824, 498396577, 435599802]"
498396482,"[296612962, 498396505, 498396469]"
498395358,"[498395316, 498395438, 296612962]"
498395316,"[498395358, 322731377, 498395285]"
322731377,"[498395316, 1081408802, 322731378]"
1081408802,"[322731377, 498395251]"
498396776,[296612969]
296612971,"[296612976, 1083548279, 2566056158, 498401063]"
1083548279,"[296612971, 435599832, 435599833]"
435599832,"[296612975, 1083548279, 296612994]"
296612975,"[577033576, 435599832, 296612990]"
577033576,"[296612975, 296612976, 1081265280, 498400728]"
296612985,"[498400849, 296612988, 296612982]"
296612990,"[296612975, 296612990, 296612994, 435599833]"
296631767,"[347647961, 347647915, 347647928, 298347557]"
347647961,"[347647959, 297656155, 347647904, 296631767]"
297656155,"[347647961, 347647900, 347647909, 347647956]"
347647900,"[297656155, 298347557, 347647905]"
296631779,[296631793]
347647934,"[4950250127, 369741923, 347647919]"
347647919,"[296631793, 347647967, 347647934]"
296631808,"[733777512, 298746612, 298746632, 296631814]"
298746632,"[369741929, 369741926, 4587661609, 296631808]"
369741929,"[298746603, 369741928, 298746632]"
298746603,"[733777498, 597613035, 369741929, 296631814]"
296631814,"[298746603, 1696815788, 296631817, 4686089410]"
1923544992,"[3454581806, 296631821, 4585681904]"
3454581806,"[1696815843, 1923544992, 4583322563]"
296631834,"[908377141, 908351534, 566503482, 296631838, 4950250127]"
908351534,"[908377143, 347647993, 296631834]"
908377143,"[908377146, 908351534, 347647910]"
347647910,"[347647912, 908377143, 347647917, 296631838, 908377149]"
296631894,"[566504203, 296631898, 566504202, 347647848]"
347647848,"[1434959282, 347647969, 296631894, 1072428095]"
347647969,"[347647848, 347647833, 347647971]"
347647971,"[347647969, 1446030316, 347647842, 347647837]"
347647837,"[1072428137, 347647971, 1692471817]"
1692471817,"[296631898, 1668280608, 347647837]"
296631898,"[441590468, 296631870, 1692471817]"
296631918,"[635739329, 296631925, 3837726073, 508490575]"
635739329,"[635739329, 296631918, 296631920]"
296631920,"[1668280277, 635739329, 635738102, 297656550]"
635738102,"[635738135, 635738112, 296631920]"
635738135,"[635738149, 635738102, 296631925]"
296631925,"[635738165, 635738135, 1668277175]"
296631929,"[2486633758, 1309736984, 4773059331, 368216463]"
368216463,"[368216462, 296631929, 3170005983]"
368216462,"[441987109, 368216463, 441987045]"
441987045,"[441987206, 368216462, 441987047]"
441987047,"[441987062, 441987205, 441987045]"
441987062,"[441987032, 441987204, 441987047]"
441987032,"[441987062, 441987063, 441987052]"
441987063,"[441987032, 441987028, 441987203]"
441987028,"[441987063, 441987027, 441987056]"
441987056,"[441987028, 441987108, 441987030]"
441987030,"[368216485, 441987056, 441987029]"
368216485,"[441987030, 1309737123, 441987024]"
1309737123,"[441987055, 368216485, 3486019220]"
441987055,"[441987019, 1309737123, 441987085]"
441987019,"[441987055, 368216481, 441987020]"
368216481,"[441987019, 368216482, 441986977]"
441986977,"[368216481, 441986976, 441986979]"
441986979,"[441986981, 441986978, 441986977]"
441986981,"[441986980, 441986979, 441986983, 441987255]"
441986983,"[441986982, 441986981, 441987099]"
441987099,"[441986983, 441986985, 441987240]"
441986985,"[441987090, 441986984, 441987099]"
441987090,"[441986985, 441987241, 1309736984]"
1309736984,"[368216490, 368216474, 441987090]"
4241088836,"[295178291, 1084642091, 1084633913]"
1084633913,"[1084633894, 1084634063, 1084633993, 4241088836]"
1084633894,"[1084633913, 1084633958, 1084642061, 1084634066]"
1084642061,"[1084633894, 1084633940, 1084642105, 1084642097]"
1084642105,"[1084642011, 1084642110, 1084642061, 1084642072]"
1084642110,"[1084642021, 1084642105, 1084642013, 1084642087]"
1084642087,"[1084642112, 1084642110, 1084642029, 1084642093]"
1084642112,"[1084642087, 1084642022, 1084642123, 1084642082]"
1084642123,"[1084642034, 1084642112, 1084633873, 1084633876]"
1084633876,"[1084633901, 1084642123, 1084634044, 1084634033]"
1084634044,"[1084633991, 1084633955, 1084633876]"
1084633991,"[1084634045, 1084633942, 1084634044, 1084642141]"
1084642141,"[1084633991, 1084642065, 1084642078]"
1084642065,"[296631955, 1084642141, 1084634002]"
1084642091,"[1084642125, 1084642091, 295178466]"
296631967,[298347552]
296631990,"[441590448, 298347552]"
298347552,"[296631983, 298347551, 296631990]"
441590454,[296631973]
296631970,"[441590453, 298347554, 296631973]"
296631973,"[908345422, 296631970, 441590450]"
296631977,"[908345422, 298347554, 296631979]"
298347554,"[296631970, 298347551, 296631977, 296631979]"
296631979,"[278380235, 295739502, 298347554]"
296631986,"[296631990, 5062459076, 296631988, 1457933341]"
296631988,"[441590447, 298347551, 296631986, 441590445]"
441590447,"[441590447, 441590448, 296631988]"
441590448,"[441590447, 441590448, 296631990]"
498739466,"[295178804, 295155127, 295178823]"
295178933,"[2921848223, 3204398996]"
3204398996,"[3760382874, 295178933]"
295155114,"[5073280706, 908836616, 1174963933]"
908836616,"[295155114, 3204398997]"
295155384,"[3760382874, 864657765]"
864657765,"[3752546577, 295155384]"
295155351,"[295170331, 2373991707]"
295170331,"[295170325, 295155351, 1185950915, 296654629, 296654626]"
295155097,"[2641794288, 296654629]"
2641794288,"[2374532730, 295155097]"
296654612,"[295179099, 2374532730]"
296654607,"[2678654048, 3752546579, 2373991704]"
2373991704,"[296654607, 2373991707]"
295155720,[295162866]
295162866,"[3966542281, 295162305, 295155720, 295163168]"
295165537,"[781866245, 295165557, 1845936821]"
1845936821,"[295165537, 1845936873, 348212747]"
348212747,"[295165557, 1845936873, 1845936821]"
295165557,"[348212747, 567071612, 295165552]"
3278207106,"[295165537, 781866245, 295165541]"
781866245,"[781866250, 3278207106, 295165537]"
295176308,"[295153780, 295153678]"
295153678,"[295176308, 2643555747]"
295153677,"[295153605, 2476692015]"
2476692015,"[2476692013, 295153677]"
295153814,"[2413668814, 2476692013]"
2413668814,"[2413668814, 295153814]"
295153780,"[295153715, 295176308]"
623844364,"[295189729, 295189773, 623844371, 623844367]"
623844367,"[623844364, 623844371, 335798910]"
295185132,"[295163402, 296707894]"
296707894,"[295185132, 295163337]"
295163337,"[296707894, 1784750146]"
295163441,"[295176065, 295163285]"
295176065,"[295163441, 337929498]"
337929498,"[295176065, 337929482]"
295163176,"[3760373008, 295163118]"
3760373008,"[295163176, 902780000]"
3966542281,"[295162866, 295162861]"
295154504,"[2640898664, 295154390]"
485724403,"[295161597, 496130866]"
597920305,"[295195061, 295195070, 295174243]"
301499526,"[295161626, 2967531447, 1069221915, 295154698]"
1069221915,"[1069221915, 301499526]"
1069221753,[301499526]
4561849931,"[4561849929, 4561849930]"
4561849929,"[4561849931, 2401246605]"
4605758324,"[295156450, 4605758317, 295156454, 4605758316]"
295156454,"[295156450, 1489420302, 4605758324]"
1489420286,"[297322660, 297322650]"
297523161,"[297523163, 2726887119, 412424969]"
297523164,"[297523167, 1028163446, 2726887119, 297523166]"
297523167,"[1028626242, 297523166, 297523149]"
296182588,"[297654994, 295168193, 1630317689]"
297654994,"[296182588, 1705400031, 370469694]"
297655229,"[295167239, 2263301437, 295190522]"
297655380,"[913829211, 297655454, 457491328, 297655437]"
457491328,"[297655403, 369741975, 297655380]"
297655403,"[369741982, 457491328, 297655422, 369741974]"
369741982,"[297655454, 369741981, 297655403, 369741980]"
297655454,"[369741979, 369741973, 369741982]"
2263301624,"[369741972, 1945574312, 2263301623, 295166163]"
295166163,"[297655420, 369741970, 2263301624, 297655473]"
297655420,"[369741985, 297655419, 369741971, 295166163]"
369741971,"[297655420, 369741972, 297655418, 369741984]"
369741972,"[369741971, 297655472, 369741977]"
369741980,"[1952356520, 297655422, 369741982, 369741977]"
297655422,"[297655421, 297655418, 297655403, 369741980]"
297655421,"[1952356520, 297655419, 297655422]"
1952356520,"[297655421, 2263301621, 297655437]"
297655456,"[566719129, 906780087, 297655471, 369741978]"
369741978,"[369741979, 297655456, 297655455, 297655471]"
297655471,"[369741981, 297655444, 369741978]"
560396850,[297655456]
297656365,"[441590467, 441590461, 296631909, 1668280432]"
441590461,"[441590465, 441590464, 297656365]"
441590465,"[441590461, 297656431, 1668280615]"
297656431,"[297656432, 441590465, 297656276, 1668280645]"
297656432,"[296631870, 441590466, 297656431]"
441590466,"[441590468, 297656432, 441590467]"
441590467,"[441590466, 296631887, 358337821]"
297656539,"[297656549, 368227937, 298347556]"
297656549,"[368227936, 297656539, 297656550]"
297656575,"[297656600, 566505427, 566505428]"
297656600,"[566505423, 297656575, 566505422]"
295165799,[344961482]
344961482,[358754560]
295182142,"[297713294, 1773705592, 295182129]"
297713294,"[295182142, 295167057]"
297973714,"[297973730, 441579455, 358337572]"
297973730,"[297973731, 297973714, 471289285]"
297973738,[297973744]
297973731,"[365517511, 297973730, 297973744]"
297973744,"[297973731, 297973745]"
297973745,"[365517511, 471288859, 297973744]"
365517511,"[297973731, 471288858, 297973745]"
297973746,[297973745]
297973751,"[297973752, 471288859, 471288863]"
297973752,"[471288858, 297973751, 471288862]"
471288861,[297973751]
365517323,"[297973731, 471288868, 1308942463]"
471288868,"[471288865, 471288869, 365517323]"
471288865,"[471288866, 471288868, 471288862]"
471288862,"[297973752, 471288865, 471288863]"
471288858,"[297973752, 365517511, 471288859]"
295184275,"[2643650831, 440089948]"
2643650831,"[2643650829, 295184275]"
296209630,"[296209635, 591876509]"
296209635,"[864720459, 864720456, 296209630]"
298221404,"[2652357727, 298221427, 443974184]"
298221427,"[298221404, 439221150, 295155252]"
298340504,"[298340552, 298340567, 441988625, 441989535]"
441988625,"[441988624, 441988621, 298340504]"
441988621,"[441988625, 368216539, 441988622]"
368216539,"[441988692, 441988621, 358338035, 368220949]"
368220949,"[4241088862, 368216539, 441988681]"
441988681,"[298340559, 368220949, 441988692]"
298340559,"[441988681, 358338032, 441988662]"
441988662,"[298340559, 441988645, 441988668]"
441988645,"[441988662, 441988702, 358338035]"
441988702,"[441988703, 298340567, 441988645]"
298340567,"[441988702, 441988715, 298340597, 441988706, 2187321783]"
3233589569,"[3248420694, 298340587, 313774844, 313774847]"
3248420694,"[3248420695, 441989534, 3233589569, 441989512]"
3248420695,"[3248420694, 441989529, 441989531, 3248420696]"
3248420696,"[3248420695, 441989527, 3248420697, 441989530]"
3248420697,"[3248420698, 3248420696, 441989525, 441989528]"
3248420698,"[441989526, 441989523, 3248420699, 3248420697]"
3248420699,"[3248420698, 298340587, 441989522, 441989524]"
298340587,"[441989520, 278380204, 3248420699]"
358338032,"[298340559, 441988692, 441988668]"
298340672,"[441988578, 441988572, 298340674, 298340671]"
298340674,"[298340672, 441988575, 441988577]"
298719789,"[298719790, 912458922, 295739420, 566500334]"
912458922,"[298719790, 4590776397, 298719789]"
298719790,"[912409787, 912458922, 566500342, 912409794]"
298719801,"[1699503434, 4776519665, 729598583, 298719800]"
298719800,"[298719800, 298719801]"
1699466567,[298719801]
369741957,"[369741960, 576248905, 369741953, 369741963]"
576248905,"[914054028, 369741957, 576248907, 576248912]"
914054028,"[576241055, 576248905, 369741965]"
576241055,"[576241058, 914054028, 369741963]"
369741963,"[576241055, 369741962]"
566502227,"[566502236, 566502228, 298719787, 566502231]"
566502236,"[566502242, 566502227, 566500043, 566502239]"
566500043,"[566502236, 369741932, 566500047, 566502245]"
2481551203,[369741974]
369741983,"[369741986, 369741984, 297655444]"
369741984,"[369741983, 297655472, 369741971]"
297655418,"[297655419, 297655422, 369741971, 369741977]"
369741974,"[297655403, 369741975, 5321945890]"
298719791,"[912460232, 566500332, 566500347, 912459013, 913228561]"
912459013,"[912460733, 298719791, 298719785]"
298746612,"[597613033, 4778849386, 296631808, 298746626]"
298746626,"[369741924, 597613033, 298746612, 369741930]"
597613033,"[597613032, 597613034, 298746626]"
298746637,"[1696815788, 1696815793, 1903039800, 529924890]"
1903039800,"[2144958942, 4587661609, 298746637]"
4587661609,"[733777498, 1903039800, 298746632]"
369741926,"[1923517995, 597613035, 369741928, 298746632]"
1923517995,"[369741926, 369741924, 1923517994]"
369741924,"[1923517995, 597613034, 298746626]"
369741930,"[566502328, 597613032, 566502330, 298746626]"
566502330,"[566502331, 3735850826, 369741930]"
3735850826,"[2942998812, 1500186489, 566502330]"
