Start,Destination,Route
"(45.1208, 38.9263)","(45.0500571, 38.9803641)","[(45.1208, 38.9263), (45.1213319, 38.9266275), (45.1212996, 38.9271306), (45.1212631, 38.9273933), (45.1211573, 38.9278318), (45.1209971, 38.9282861), (45.120741, 38.92868), (45.120336, 38.929197), (45.1200305, 38.9293091), (45.1197867, 38.9292039), (45.1197561, 38.9291922), (45.1194637, 38.9290811), (45.1192464, 38.9288912), (45.1184661, 38.9304244), (45.1184029, 38.9303649), (45.1183058, 38.9305587), (45.1182883, 38.9305956), (45.1182518, 38.9305858), (45.1182152, 38.9305938), (45.1181257, 38.9305876), (45.1180015, 38.9305588), (45.1158344, 38.9285178), (45.1147115, 38.9274393), (45.1142383, 38.9284658), (45.1141785, 38.9285983), (45.1136928, 38.929675), (45.1133464, 38.9304298), (45.1129721, 38.9312453), (45.1120106, 38.9332985), (45.1118439, 38.9332992), (45.1110085, 38.9326351), (45.1109377, 38.9325857), (45.1104183, 38.9322164), (45.1102173, 38.9320834), (45.1101669, 38.9320482), (45.1098285, 38.9330339), (45.109767, 38.9332122), (45.1095203, 38.9339282), (45.1094638, 38.9340849), (45.1093095, 38.9345538), (45.1092688, 38.9346756), (45.1092076, 38.9348541), (45.1091238, 38.9351333), (45.1081447, 38.9380392), (45.1076631, 38.9395037), (45.1075646, 38.9398187), (45.1074679, 38.9397549), (45.1073876, 38.9397019), (45.1064924, 38.939111), (45.1059841, 38.938797), (45.1059315, 38.9389455), (45.1058575, 38.9391716), (45.1057558, 38.9394793), (45.1057223, 38.9395806), (45.105676, 38.9397205), (45.1055612, 38.9400677), (45.1054641, 38.9403615), (45.1053704, 38.9406448), (45.1053456, 38.94072), (45.1053214, 38.9407931), (45.1052063, 38.9411648), (45.1051826, 38.9412414), (45.1050067, 38.9418094), (45.1049221, 38.9419058), (45.1048156, 38.9424967), (45.1046117, 38.9431278), (45.1044096, 38.9437892), (45.1042077, 38.9444305), (45.1016465, 38.9428683), (45.1009179, 38.9492603), (45.1006253, 38.9519331), (45.0996734, 38.9600931), (45.0994909, 38.9614178), (45.099438, 38.9618338), (45.099352, 38.9625735), (45.0992176, 38.9637352), (45.0988999, 38.9665398), (45.0980173, 38.9663183), (45.0974096, 38.9667905), (45.0967199, 38.9673379), (45.0968611, 38.9675456), (45.0968436, 38.9677124), (45.0967247, 38.9687744), (45.0966791, 38.9692223), (45.0965636, 38.9699331), (45.0964726, 38.9703646), (45.0963681, 38.9703528), (45.0962521, 38.9711022), (45.0961635, 38.9712053), (45.0961285, 38.9713421), (45.0960422, 38.972015), (45.0956736, 38.9719461), (45.0950043, 38.9718341), (45.0943348, 38.9717082), (45.0935834, 38.9715645), (45.0929415, 38.971418), (45.0922644, 38.9712655), (45.0917585, 38.971123), (45.0914572, 38.9728322), (45.0914213, 38.9730363), (45.0911463, 38.9743009), (45.0910292, 38.975514), (45.0909114, 38.9761814), (45.0908194, 38.9764876), (45.0906846, 38.9769751), (45.0906805, 38.977007), (45.0897128, 38.9767952), (45.0893433, 38.9767136), (45.0886895, 38.9765676), (45.088538, 38.9765378), (45.088256, 38.9764767), (45.087425, 38.9762917), (45.0863157, 38.976045), (45.0862347, 38.9760277), (45.0852853, 38.975805), (45.0838947, 38.9754935), (45.0835043, 38.9754016), (45.083037, 38.9753068), (45.0820953, 38.9750921), (45.0812776, 38.9749011), (45.0807206, 38.9747872), (45.0805797, 38.9747539), (45.0803428, 38.9746979), (45.0796176, 38.9745419), (45.0795812, 38.974539), (45.0792918, 38.9744686), (45.0791404, 38.9744395), (45.0772664, 38.9740001), (45.0746128, 38.9733643), (45.0745028, 38.9733372), (45.0734519, 38.973105), (45.0730549, 38.9730102), (45.0726339, 38.9729331), (45.0721819, 38.9729186), (45.0718747, 38.9729244), (45.0717936, 38.9729208), (45.0716152, 38.9728941), (45.0715941, 38.9728929), (45.0714759, 38.9728861), (45.0710412, 38.9728798), (45.0708666, 38.9728765), (45.0705082, 38.9728692), (45.0701159, 38.9728751), (45.0700274, 38.9728763), (45.0699585, 38.9728734), (45.069628, 38.9728552), (45.0695332, 38.9728496), (45.0693026, 38.9728313), (45.0691755, 38.972773), (45.0690061, 38.9726554), (45.0689891, 38.9726336), (45.0689707, 38.9726143), (45.068951, 38.9725976), (45.0689303, 38.9725837), (45.0689087, 38.9725728), (45.0688865, 38.9725649), (45.0688638, 38.9725602), (45.0688409, 38.9725586), (45.068818, 38.9725602), (45.0687954, 38.9725649), (45.0687731, 38.9725728), (45.0687515, 38.9725837), (45.0687308, 38.9725976), (45.0687112, 38.9726143), (45.0686927, 38.9726336), (45.0686758, 38.9726554), (45.0685507, 38.9727666), (45.0684872, 38.9728011), (45.068342, 38.9728501), (45.0683147, 38.9728593), (45.0681784, 38.9728578), (45.0675919, 38.9728502), (45.0674167, 38.9728423), (45.0673965, 38.9728428), (45.0668872, 38.9728505), (45.0667152, 38.9729155), (45.0665432, 38.9730225), (45.0663722, 38.9731935), (45.0663116, 38.9732705), (45.0661668, 38.9734623), (45.066118, 38.9735288), (45.0660849, 38.973576), (45.0657199, 38.9740692), (45.0655658, 38.9742806), (45.0652513, 38.9747014), (45.0649283, 38.9751336), (45.0648625, 38.9752027), (45.0647018, 38.9752993), (45.0644881, 38.9753965), (45.0640853, 38.9755932), (45.0639649, 38.9756594), (45.0639437, 38.9756687), (45.0636492, 38.9757979), (45.063125, 38.9760601), (45.0625785, 38.9763174), (45.0623918, 38.9764089), (45.062336, 38.9764334), (45.0619347, 38.9766093), (45.0616686, 38.9767457), (45.0616113, 38.9767753), (45.0615742, 38.9767933), (45.0612805, 38.9769367), (45.060985, 38.9770801), (45.0605038, 38.9773092), (45.0599742, 38.9775595), (45.0597317, 38.977673), (45.0588391, 38.9781325), (45.0586746, 38.9782142), (45.0578307, 38.978633), (45.0571411, 38.9789785), (45.0567541, 38.9791643), (45.0563551, 38.9793541), (45.0562411, 38.9794083), (45.0560467, 38.9795009), (45.0554917, 38.9797735), (45.0549803, 38.9800181), (45.0548281, 38.9800939), (45.0546548, 38.9801773), (45.0543126, 38.9803363), (45.0541854, 38.9803882), (45.0539313, 38.9803078), (45.0537304, 38.9802509), (45.0535887, 38.9802084), (45.0531582, 38.9800782), (45.0527634, 38.9799551), (45.05181, 38.979658), (45.0515972, 38.9795917), (45.0507907, 38.9793395), (45.0504551, 38.9792318), (45.0503715, 38.9796194), (45.0503177, 38.9798434), (45.0502655, 38.9800689), (45.050229, 38.9802209), (45.0500571, 38.9803641)]"
"(45.1208, 38.9263)","(45.0255481, 38.9054704)","[(45.1208, 38.9263), (45.1213319, 38.9266275), (45.121629, 38.9260851), (45.1223333, 38.9250426), (45.1204187, 38.9231688), (45.1194969, 38.9223377), (45.1185992, 38.9215323), (45.1176618, 38.9206427), (45.1168306, 38.919854), (45.1166189, 38.9202766), (45.1160646, 38.9214866), (45.1158774, 38.9219006), (45.1149013, 38.9239539), (45.1148091, 38.923862), (45.1147169, 38.9237832), (45.1141485, 38.9232699), (45.1140705, 38.9231974), (45.1140241, 38.9231627), (45.11397, 38.923142), (45.1139569, 38.9231542), (45.1139286, 38.9231678), (45.1138991, 38.9231677), (45.1138786, 38.9231593), (45.1138472, 38.9231278), (45.1138312, 38.9230926), (45.113824, 38.9230526), (45.1138263, 38.9230103), (45.1138143, 38.9229537), (45.1137948, 38.9229162), (45.1137641, 38.9228808), (45.1137321, 38.9228683), (45.1136757, 38.9228726), (45.1135393, 38.9229502), (45.1135095, 38.9230064), (45.1134167, 38.9231813), (45.1132272, 38.9234338), (45.1131455, 38.9236028), (45.1130088, 38.9237663), (45.1128748, 38.923828), (45.1127618, 38.9238382), (45.1123742, 38.9238728), (45.1122776, 38.9238828), (45.111995, 38.9238559), (45.1118021, 38.9238311), (45.1116686, 38.92377), (45.1114941, 38.9236226), (45.1109827, 38.923142), (45.1098495, 38.9221258), (45.109672, 38.9219606), (45.1080232, 38.9204257), (45.1066072, 38.9191107), (45.1062087, 38.9187326), (45.1058086, 38.9183814), (45.1053973, 38.9180203), (45.104806, 38.9175652), (45.1046517, 38.9174648), (45.1043654, 38.9172626), (45.103949, 38.917013), (45.1032307, 38.9166272), (45.1029684, 38.9164838), (45.1028605, 38.9164196), (45.1025521, 38.9162361), (45.1022201, 38.9160105), (45.1017394, 38.9156268), (45.1009137, 38.914894), (45.0997543, 38.9138651), (45.0993597, 38.9135149), (45.0992106, 38.9133772), (45.0985225, 38.9127414), (45.097766, 38.9120442), (45.096336, 38.9107445), (45.0957189, 38.9101739), (45.0953117, 38.9098047), (45.0945701, 38.9091012), (45.0943342, 38.9088775), (45.0935093, 38.9081131), (45.0928785, 38.9075403), (45.0924617, 38.9071677), (45.0920437, 38.9068013), (45.0916494, 38.9064496), (45.0908268, 38.9056638), (45.0890991, 38.9040787), (45.0889551, 38.9039449), (45.0887505, 38.9037584), (45.0887264, 38.9038121), (45.0884753, 38.9035895), (45.0877652, 38.9029409), (45.0866408, 38.9019139), (45.086105, 38.9014097), (45.0856475, 38.9009852), (45.0850898, 38.9004669), (45.0841605, 38.8996191), (45.0837073, 38.8992083), (45.0836226, 38.8991266), (45.0797526, 38.895592), (45.0796193, 38.8954726), (45.0793006, 38.8951853), (45.0791944, 38.8951283), (45.0790121, 38.8950439), (45.0788214, 38.8950246), (45.0784782, 38.895006), (45.0781427, 38.8950254), (45.0778799, 38.8950732), (45.0777573, 38.8950943), (45.077649, 38.8951503), (45.0775639, 38.8952361), (45.0774925, 38.8953288), (45.0773511, 38.8955347), (45.0768765, 38.8962672), (45.0760237, 38.8974889), (45.0759994, 38.8975238), (45.0758965, 38.8976678), (45.0752877, 38.8985612), (45.0749175, 38.8991046), (45.0733835, 38.9013523), (45.0729945, 38.9019031), (45.0720084, 38.903377), (45.0716063, 38.9039627), (45.071543, 38.9040433), (45.0701567, 38.9060863), (45.0697812, 38.9066406), (45.0696674, 38.9068052), (45.0690121, 38.9077758), (45.0688648, 38.9080271), (45.0684994, 38.908741), (45.0681926, 38.9093225), (45.0678552, 38.9098681), (45.0678187, 38.9099306), (45.0677063, 38.9101509), (45.0676554, 38.9102456), (45.0673182, 38.910883), (45.0672668, 38.9109718), (45.0671586, 38.9111767), (45.0666062, 38.9122167), (45.066341, 38.9127199), (45.0662654, 38.9128648), (45.0657938, 38.9138243), (45.0651138, 38.9151165), (45.0648358, 38.9156531), (45.0643453, 38.9165545), (45.0640507, 38.9171038), (45.063969, 38.9172548), (45.0635809, 38.9179942), (45.06325, 38.9186189), (45.0631817, 38.9187464), (45.0628404, 38.9193805), (45.0626767, 38.919625), (45.0626438, 38.919669), (45.0625721, 38.9198187), (45.0622058, 38.9204803), (45.061456, 38.9217953), (45.0614391, 38.9218276), (45.061118, 38.9223849), (45.0610425, 38.9223033), (45.0607793, 38.9227766), (45.0604437, 38.9233699), (45.0600971, 38.9239562), (45.0598727, 38.9243445), (45.0598264, 38.9244307), (45.0598079, 38.9244621), (45.0595289, 38.9249384), (45.0593918, 38.925171), (45.0591109, 38.9256559), (45.0590805, 38.9257086), (45.0589111, 38.9259986), (45.0585668, 38.9266097), (45.0582889, 38.927135), (45.0580334, 38.9275922), (45.0579566, 38.9277215), (45.0578737, 38.9278775), (45.056781, 38.9297713), (45.0561801, 38.9307772), (45.0560333, 38.9310396), (45.0557259, 38.9315902), (45.0553397, 38.9322786), (45.0550361, 38.932813), (45.0547477, 38.9330052), (45.0543555, 38.9332458), (45.0542467, 38.9333457), (45.054202, 38.9333302), (45.0539717, 38.9332551), (45.0535854, 38.9331266), (45.0532098, 38.9330079), (45.0524849, 38.9327826), (45.0517403, 38.9325442), (45.0513977, 38.9324295), (45.0509688, 38.9322939), (45.0502328, 38.9320438), (45.0494994, 38.9318359), (45.0487337, 38.9315832), (45.047985, 38.9313469), (45.0472074, 38.9311144), (45.0463916, 38.9308555), (45.0457501, 38.9306549), (45.0443988, 38.930233), (45.0441783, 38.9301642), (45.0441295, 38.9301484), (45.0433371, 38.9298915), (45.0426017, 38.9296382), (45.0420002, 38.9294315), (45.0418897, 38.9294541), (45.0414664, 38.9296184), (45.0403983, 38.9299815), (45.0396976, 38.9304464), (45.0390975, 38.930916), (45.038828, 38.9300807), (45.038529, 38.9293892), (45.0379135, 38.9297272), (45.0368782, 38.9274083), (45.0361036, 38.9256776), (45.0360726, 38.9257047), (45.0360421, 38.9257313), (45.0359462, 38.9258151), (45.0358707, 38.925642), (45.0350955, 38.9238652), (45.0348897, 38.9233852), (45.0346406, 38.9227401), (45.0345109, 38.9224062), (45.0341929, 38.9216349), (45.0339473, 38.9210319), (45.0338898, 38.920888), (45.0338203, 38.9207297), (45.0337548, 38.9205562), (45.0333514, 38.9195529), (45.0324535, 38.9173086), (45.0323462, 38.9170393), (45.0323306, 38.9170005), (45.0321909, 38.9166519), (45.0320874, 38.916393), (45.0314402, 38.9147742), (45.03089, 38.9133981), (45.030603, 38.9126922), (45.0305894, 38.9126586), (45.0303975, 38.9121743), (45.030214, 38.9117227), (45.0300496, 38.9112963), (45.0299893, 38.9111451), (45.0297401, 38.9105738), (45.0294684, 38.9099141), (45.0289809, 38.9086933), (45.0287767, 38.9082018), (45.0287029, 38.9080476), (45.0286316, 38.9078924), (45.0283559, 38.9074475), (45.0281543, 38.907175), (45.0277859, 38.9068055), (45.0274798, 38.9065548), (45.0269736, 38.9062535), (45.0265637, 38.9060388), (45.0264437, 38.9060129), (45.0261622, 38.905959), (45.0257514, 38.905956), (45.0255481, 38.9054704)]"
"(45.1208, 38.9263)","(45.0232579, 38.9627622)","[(45.1208, 38.9263), (45.1213319, 38.9266275), (45.1212996, 38.9271306), (45.1212631, 38.9273933), (45.1211573, 38.9278318), (45.1209971, 38.9282861), (45.120741, 38.92868), (45.120336, 38.929197), (45.1200305, 38.9293091), (45.1197867, 38.9292039), (45.1197561, 38.9291922), (45.1194637, 38.9290811), (45.1192464, 38.9288912), (45.1184661, 38.9304244), (45.1184029, 38.9303649), (45.1183058, 38.9305587), (45.1182883, 38.9305956), (45.1182518, 38.9305858), (45.1182152, 38.9305938), (45.1181257, 38.9305876), (45.1180015, 38.9305588), (45.1158344, 38.9285178), (45.1147115, 38.9274393), (45.1142383, 38.9284658), (45.1141785, 38.9285983), (45.1136928, 38.929675), (45.1133464, 38.9304298), (45.1129721, 38.9312453), (45.1120106, 38.9332985), (45.1118439, 38.9332992), (45.1110085, 38.9326351), (45.1109377, 38.9325857), (45.1104183, 38.9322164), (45.1102173, 38.9320834), (45.1101669, 38.9320482), (45.1098285, 38.9330339), (45.109767, 38.9332122), (45.1095203, 38.9339282), (45.1094638, 38.9340849), (45.1093095, 38.9345538), (45.1092688, 38.9346756), (45.1092076, 38.9348541), (45.1091238, 38.9351333), (45.1081447, 38.9380392), (45.1076631, 38.9395037), (45.1075646, 38.9398187), (45.1074679, 38.9397549), (45.1073876, 38.9397019), (45.1064924, 38.939111), (45.1059841, 38.938797), (45.1059315, 38.9389455), (45.1058575, 38.9391716), (45.1057558, 38.9394793), (45.1057223, 38.9395806), (45.105676, 38.9397205), (45.1055612, 38.9400677), (45.1054641, 38.9403615), (45.1053704, 38.9406448), (45.1053456, 38.94072), (45.1053214, 38.9407931), (45.1052063, 38.9411648), (45.1051826, 38.9412414), (45.1050067, 38.9418094), (45.1049221, 38.9419058), (45.1048156, 38.9424967), (45.1046117, 38.9431278), (45.1044096, 38.9437892), (45.1042077, 38.9444305), (45.1016465, 38.9428683), (45.1009179, 38.9492603), (45.1006253, 38.9519331), (45.0996734, 38.9600931), (45.0994909, 38.9614178), (45.099438, 38.9618338), (45.099352, 38.9625735), (45.0992176, 38.9637352), (45.0988999, 38.9665398), (45.0980173, 38.9663183), (45.0974096, 38.9667905), (45.0967199, 38.9673379), (45.0968611, 38.9675456), (45.0968436, 38.9677124), (45.0967247, 38.9687744), (45.0966791, 38.9692223), (45.0965636, 38.9699331), (45.0964726, 38.9703646), (45.0963681, 38.9703528), (45.0962521, 38.9711022), (45.0961635, 38.9712053), (45.0961285, 38.9713421), (45.0960422, 38.972015), (45.0956736, 38.9719461), (45.0950043, 38.9718341), (45.0943348, 38.9717082), (45.0935834, 38.9715645), (45.0929415, 38.971418), (45.0922644, 38.9712655), (45.0917585, 38.971123), (45.0914572, 38.9728322), (45.0914213, 38.9730363), (45.0911463, 38.9743009), (45.0910292, 38.975514), (45.0909114, 38.9761814), (45.0908194, 38.9764876), (45.0906846, 38.9769751), (45.0906805, 38.977007), (45.0897128, 38.9767952), (45.0893433, 38.9767136), (45.0886895, 38.9765676), (45.088538, 38.9765378), (45.088256, 38.9764767), (45.087425, 38.9762917), (45.0863157, 38.976045), (45.0862347, 38.9760277), (45.0852853, 38.975805), (45.0838947, 38.9754935), (45.0835043, 38.9754016), (45.083037, 38.9753068), (45.0820953, 38.9750921), (45.0812776, 38.9749011), (45.0807206, 38.9747872), (45.0805797, 38.9747539), (45.0803428, 38.9746979), (45.0796176, 38.9745419), (45.0795812, 38.974539), (45.0792918, 38.9744686), (45.0791404, 38.9744395), (45.0772664, 38.9740001), (45.0746128, 38.9733643), (45.0745028, 38.9733372), (45.0734519, 38.973105), (45.0730549, 38.9730102), (45.0726339, 38.9729331), (45.0721819, 38.9729186), (45.0718747, 38.9729244), (45.0717936, 38.9729208), (45.0716152, 38.9728941), (45.0715941, 38.9728929), (45.0714759, 38.9728861), (45.0710412, 38.9728798), (45.0708666, 38.9728765), (45.0705082, 38.9728692), (45.0701159, 38.9728751), (45.0700274, 38.9728763), (45.0699585, 38.9728734), (45.069628, 38.9728552), (45.0695332, 38.9728496), (45.0693026, 38.9728313), (45.0691755, 38.972773), (45.0690061, 38.9726554), (45.0689891, 38.9726336), (45.0689707, 38.9726143), (45.068951, 38.9725976), (45.0689303, 38.9725837), (45.0689087, 38.9725728), (45.0688865, 38.9725649), (45.0688638, 38.9725602), (45.0688409, 38.9725586), (45.0688078, 38.9725344), (45.0687677, 38.9725004), (45.0687291, 38.9724585), (45.0686654, 38.9723729), (45.0686229, 38.9722381), (45.0685785, 38.9718576), (45.0685568, 38.971658), (45.0685584, 38.9715624), (45.0685525, 38.9714887), (45.0685325, 38.9714248), (45.0685095, 38.9713818), (45.0684618, 38.9713457), (45.0683929, 38.9713337), (45.0682859, 38.9713351), (45.0681405, 38.9713302), (45.0672873, 38.9712922), (45.0670524, 38.9712825), (45.0659259, 38.9712339), (45.0658062, 38.9712277), (45.0654149, 38.9712271), (45.0646831, 38.9712445), (45.0642437, 38.9712601), (45.0632909, 38.9712923), (45.0631469, 38.9713311), (45.0630805, 38.9713693), (45.0629253, 38.9714404), (45.0624689, 38.971664), (45.0620125, 38.9718911), (45.0616139, 38.9720901), (45.0615314, 38.9721328), (45.0612106, 38.9722878), (45.0608883, 38.9724449), (45.0605949, 38.9725861), (45.0601007, 38.972821), (45.0597826, 38.9729707), (45.0593439, 38.9731834), (45.0589356, 38.9733725), (45.0586733, 38.973484), (45.0586205, 38.9733432), (45.057912, 38.970767), (45.0578632, 38.9705984), (45.0577001, 38.9706806), (45.0573438, 38.9708677), (45.0567307, 38.9711561), (45.0564081, 38.9712245), (45.0561958, 38.971243), (45.0559957, 38.9712242), (45.0559163, 38.9712167), (45.0558571, 38.9712179), (45.0556492, 38.971207), (45.0547705, 38.9711676), (45.0547028, 38.9711642), (45.0539608, 38.9711267), (45.0538071, 38.9711203), (45.0535384, 38.9711184), (45.0533741, 38.971124), (45.053108, 38.9711414), (45.0526364, 38.9711963), (45.0524369, 38.9712334), (45.0521517, 38.9713016), (45.0521031, 38.9713136), (45.0517587, 38.9714044), (45.0516986, 38.9714063), (45.0514385, 38.9705347), (45.0513617, 38.9703773), (45.0512898, 38.9703167), (45.051212, 38.970322), (45.0511388, 38.970344), (45.0507865, 38.9704956), (45.0507203, 38.9705138), (45.0506353, 38.9705103), (45.050533, 38.9705), (45.050384, 38.970459), (45.0500788, 38.9703765), (45.0496923, 38.9702717), (45.0492215, 38.9701245), (45.0491518, 38.970097), (45.0491127, 38.9700863), (45.0490825, 38.9700721), (45.0489129, 38.9700088), (45.0487425, 38.9699468), (45.0486373, 38.9699098), (45.0484987, 38.9698111), (45.0484115, 38.9697617), (45.0480025, 38.9696367), (45.0476615, 38.969533), (45.04758, 38.9695047), (45.0475283, 38.9694887), (45.0469943, 38.9693282), (45.0465885, 38.9692043), (45.0459378, 38.9689978), (45.0453695, 38.9688298), (45.044587, 38.9685934), (45.0442332, 38.9684879), (45.0429014, 38.9680871), (45.0421442, 38.9678597), (45.0417564, 38.9677371), (45.0414369, 38.9676348), (45.0413737, 38.9676146), (45.041275, 38.9675841), (45.0412515, 38.9677584), (45.0411427, 38.9684293), (45.0410211, 38.9691676), (45.0409587, 38.9691466), (45.0402834, 38.9689369), (45.0382626, 38.9683198), (45.0382352, 38.9683117), (45.03817, 38.9682937), (45.0379492, 38.9682384), (45.0378629, 38.9682179), (45.037473, 38.9680908), (45.0367189, 38.967848), (45.0365917, 38.9678068), (45.0356082, 38.9674891), (45.0340223, 38.9669788), (45.0325784, 38.9665137), (45.0324752, 38.966482), (45.0309431, 38.965892), (45.0309132, 38.9658805), (45.0308717, 38.9658661), (45.0294163, 38.9653603), (45.0279163, 38.9648526), (45.0264239, 38.9643347), (45.0249178, 38.9637717), (45.023357, 38.963256), (45.0232579, 38.9627622)]"
